subject,verb,object,time,amount,mask
User 79280,cancelled,laptop,2023-04-30,-1,"[1, 1, 1, 1, 0]"
User 16574,sold,laptop,2022-02-24,-1,"[1, 1, 1, 1, 0]"
User 62430,cancelled,product,2024-10-02,801,"[1, 1, 1, 1, 1]"
User 99066,cancelled,book,2022-05-26,651,"[1, 1, 1, 1, 1]"
User 29159,paid,accessory,2022-10-13,4642,"[1, 1, 1, 1, 1]"
User 42296,ordered,book,2022-12-06,4587,"[1, 1, 1, 1, 1]"
User 30039,returned,product,2024-11-02,-871,"[1, 1, 1, 1, 1]"
User 62421,paid,phone,2025-10-16,-1,"[1, 1, 1, 1, 0]"
User 82593,ordered,service,2025-11-05,281,"[1, 1, 1, 1, 1]"
User 48410,returned,phone,2024-04-01,-2606,"[1, 1, 1, 1, 1]"
User 59731,returned,laptop,2025-03-05,-4018,"[1, 1, 1, 1, 1]"
User 34329,returned,phone,[PAD],-4471,"[1, 1, 1, 0, 1]"
User 27238,sold,laptop,2025-01-17,-1,"[1, 1, 1, 1, 0]"
User 03778,cancelled,laptop,[PAD],2576,"[1, 1, 1, 0, 1]"
User 79991,ordered,book,2023-09-10,4014,"[1, 1, 1, 1, 1]"
User 84118,returned,laptop,2022-03-03,-1728,"[1, 1, 1, 1, 1]"
User 04383,bought,phone,2025-08-08,4348,"[1, 1, 1, 1, 1]"
User 76692,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 85923,sold,book,2025-02-12,3652,"[1, 1, 1, 1, 1]"
User 20709,sold,accessory,2025-04-20,722,"[1, 1, 1, 1, 1]"
User 48420,bought,phone,[PAD],4821,"[1, 1, 1, 0, 1]"
User 45888,cancelled,laptop,2024-12-31,-1,"[1, 1, 1, 1, 0]"
User 34229,returned,laptop,2023-03-14,-1,"[1, 1, 1, 1, 0]"
User 79747,cancelled,phone,[PAD],2945,"[1, 1, 1, 0, 1]"
User 13759,returned,laptop,2023-07-31,-2754,"[1, 1, 1, 1, 1]"
User 17619,ordered,book,2025-06-26,-1,"[1, 1, 1, 1, 0]"
User 73321,sold,book,2022-03-14,-1,"[1, 1, 1, 1, 0]"
User 48267,bought,laptop,2022-02-18,2799,"[1, 1, 1, 1, 1]"
User 59042,returned,laptop,2025-06-18,-4977,"[1, 1, 1, 1, 1]"
User 98301,paid,book,2024-02-11,-1,"[1, 1, 1, 1, 0]"
User 14646,paid,accessory,[PAD],898,"[1, 1, 1, 0, 1]"
User 04378,returned,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 72826,paid,book,2023-10-01,-1,"[1, 1, 1, 1, 0]"
User 35655,ordered,service,2022-11-01,3472,"[1, 1, 1, 1, 1]"
User 90653,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 56997,paid,product,2024-04-24,1692,"[1, 1, 1, 1, 1]"
User 30261,ordered,phone,2023-05-02,-1,"[1, 1, 1, 1, 0]"
User 20298,paid,laptop,2025-07-02,-1,"[1, 1, 1, 1, 0]"
User 05177,paid,book,[PAD],3765,"[1, 1, 1, 0, 1]"
User 98290,paid,laptop,2023-05-22,-1,"[1, 1, 1, 1, 0]"
User 68926,bought,accessory,2025-11-09,1914,"[1, 1, 1, 1, 1]"
User 69280,cancelled,book,2025-11-24,-1,"[1, 1, 1, 1, 0]"
User 49140,ordered,product,2025-03-02,822,"[1, 1, 1, 1, 1]"
User 44759,bought,service,2022-03-07,870,"[1, 1, 1, 1, 1]"
User 64277,ordered,accessory,2022-07-19,1590,"[1, 1, 1, 1, 1]"
User 93558,cancelled,phone,2022-12-11,1658,"[1, 1, 1, 1, 1]"
User 76127,sold,book,2024-06-26,-1,"[1, 1, 1, 1, 0]"
User 72189,cancelled,book,2023-03-05,314,"[1, 1, 1, 1, 1]"
User 19765,sold,book,[PAD],4269,"[1, 1, 1, 0, 1]"
User 90489,paid,accessory,2025-03-14,318,"[1, 1, 1, 1, 1]"
User 34049,paid,accessory,2025-09-22,842,"[1, 1, 1, 1, 1]"
User 55627,cancelled,accessory,[PAD],2332,"[1, 1, 1, 0, 1]"
User 89295,cancelled,accessory,2025-01-09,1463,"[1, 1, 1, 1, 1]"
User 18378,bought,service,2024-02-26,-1,"[1, 1, 1, 1, 0]"
User 34259,cancelled,service,2022-03-06,-1,"[1, 1, 1, 1, 0]"
User 23879,paid,phone,2023-01-05,3266,"[1, 1, 1, 1, 1]"
User 82283,ordered,laptop,2022-03-09,-1,"[1, 1, 1, 1, 0]"
User 87815,ordered,accessory,2025-01-22,-1,"[1, 1, 1, 1, 0]"
User 17025,returned,book,2024-05-06,-2457,"[1, 1, 1, 1, 1]"
User 13102,sold,service,2025-08-22,-1,"[1, 1, 1, 1, 0]"
User 43205,ordered,service,2024-03-14,4775,"[1, 1, 1, 1, 1]"
User 14411,sold,phone,2025-07-14,-1,"[1, 1, 1, 1, 0]"
User 43535,cancelled,laptop,[PAD],4243,"[1, 1, 1, 0, 1]"
User 47021,sold,accessory,2025-08-25,2970,"[1, 1, 1, 1, 1]"
User 87859,ordered,product,2024-10-31,4718,"[1, 1, 1, 1, 1]"
User 28604,ordered,book,2023-05-31,4082,"[1, 1, 1, 1, 1]"
User 83499,cancelled,book,2025-03-11,4252,"[1, 1, 1, 1, 1]"
User 04343,sold,accessory,2023-11-10,4005,"[1, 1, 1, 1, 1]"
User 25587,returned,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 12315,paid,phone,2023-01-09,3124,"[1, 1, 1, 1, 1]"
User 66280,bought,product,2024-06-09,2458,"[1, 1, 1, 1, 1]"
User 59536,ordered,product,[PAD],2160,"[1, 1, 1, 0, 1]"
User 52205,cancelled,laptop,[PAD],4094,"[1, 1, 1, 0, 1]"
User 80724,ordered,phone,2023-04-26,-1,"[1, 1, 1, 1, 0]"
User 36024,paid,accessory,2022-08-10,1542,"[1, 1, 1, 1, 1]"
User 43754,sold,product,2023-05-20,4531,"[1, 1, 1, 1, 1]"
User 33044,sold,laptop,2024-08-08,3138,"[1, 1, 1, 1, 1]"
User 27807,cancelled,phone,2022-05-17,-1,"[1, 1, 1, 1, 0]"
User 90692,bought,laptop,2024-02-09,2548,"[1, 1, 1, 1, 1]"
User 40028,returned,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 44329,cancelled,accessory,2023-08-14,-1,"[1, 1, 1, 1, 0]"
User 24288,returned,book,2023-03-18,-441,"[1, 1, 1, 1, 1]"
User 51561,returned,laptop,2023-10-23,-1625,"[1, 1, 1, 1, 1]"
User 94091,bought,product,2022-04-07,1118,"[1, 1, 1, 1, 1]"
User 14990,returned,product,2023-10-17,-871,"[1, 1, 1, 1, 1]"
User 26938,returned,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 34652,returned,laptop,2022-02-25,-3620,"[1, 1, 1, 1, 1]"
User 37443,paid,accessory,2022-10-14,4786,"[1, 1, 1, 1, 1]"
User 97499,returned,service,2025-08-25,-1104,"[1, 1, 1, 1, 1]"
User 52115,bought,laptop,2024-03-19,-1,"[1, 1, 1, 1, 0]"
User 39702,paid,book,2025-06-05,-1,"[1, 1, 1, 1, 0]"
User 06979,returned,laptop,2023-02-23,-4605,"[1, 1, 1, 1, 1]"
User 54691,cancelled,product,[PAD],1253,"[1, 1, 1, 0, 1]"
User 27123,returned,service,2024-12-14,-1,"[1, 1, 1, 1, 0]"
User 50811,returned,book,2025-01-25,-1,"[1, 1, 1, 1, 0]"
User 76340,cancelled,product,2022-01-27,1101,"[1, 1, 1, 1, 1]"
User 78992,sold,service,2025-04-16,4276,"[1, 1, 1, 1, 1]"
User 42914,cancelled,accessory,2024-04-25,4292,"[1, 1, 1, 1, 1]"
User 65069,cancelled,book,2025-09-16,-1,"[1, 1, 1, 1, 0]"
User 43586,paid,laptop,2025-07-21,-1,"[1, 1, 1, 1, 0]"
User 50065,sold,accessory,[PAD],4473,"[1, 1, 1, 0, 1]"
User 12670,ordered,service,2025-03-11,1937,"[1, 1, 1, 1, 1]"
User 51157,bought,service,2025-06-09,-1,"[1, 1, 1, 1, 0]"
User 75703,returned,book,2025-06-21,-1699,"[1, 1, 1, 1, 1]"
User 66069,cancelled,laptop,2025-09-13,4173,"[1, 1, 1, 1, 1]"
User 27206,cancelled,product,2024-07-22,-1,"[1, 1, 1, 1, 0]"
User 30372,bought,laptop,[PAD],1030,"[1, 1, 1, 0, 1]"
User 49109,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 71755,sold,laptop,2024-04-16,4443,"[1, 1, 1, 1, 1]"
User 13040,cancelled,phone,2025-12-17,-1,"[1, 1, 1, 1, 0]"
User 39163,returned,accessory,2022-10-19,-1,"[1, 1, 1, 1, 0]"
User 76429,returned,product,2025-10-30,-3248,"[1, 1, 1, 1, 1]"
User 88482,bought,book,2023-07-10,-1,"[1, 1, 1, 1, 0]"
User 65348,cancelled,phone,2023-09-20,-1,"[1, 1, 1, 1, 0]"
User 53126,cancelled,book,2024-04-15,-1,"[1, 1, 1, 1, 0]"
User 70877,cancelled,phone,2023-08-13,3258,"[1, 1, 1, 1, 1]"
User 17213,bought,book,2022-05-04,1046,"[1, 1, 1, 1, 1]"
User 52641,sold,product,2025-11-23,3738,"[1, 1, 1, 1, 1]"
User 39097,sold,accessory,2024-11-17,439,"[1, 1, 1, 1, 1]"
User 13748,ordered,book,2025-01-09,4368,"[1, 1, 1, 1, 1]"
User 98592,paid,service,[PAD],1634,"[1, 1, 1, 0, 1]"
User 92548,cancelled,laptop,2022-04-11,994,"[1, 1, 1, 1, 1]"
User 63691,sold,service,2023-02-16,-1,"[1, 1, 1, 1, 0]"
User 89067,returned,accessory,2025-03-15,-1340,"[1, 1, 1, 1, 1]"
User 11471,cancelled,accessory,[PAD],289,"[1, 1, 1, 0, 1]"
User 38211,returned,product,2023-08-13,-4235,"[1, 1, 1, 1, 1]"
User 72693,ordered,book,2024-03-01,2260,"[1, 1, 1, 1, 1]"
User 08201,ordered,book,2022-02-09,-1,"[1, 1, 1, 1, 0]"
User 85411,bought,laptop,2023-10-12,2158,"[1, 1, 1, 1, 1]"
User 62281,cancelled,accessory,2024-08-30,3100,"[1, 1, 1, 1, 1]"
User 28073,bought,service,2024-09-14,3354,"[1, 1, 1, 1, 1]"
User 39709,bought,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 04145,cancelled,service,2024-01-07,3383,"[1, 1, 1, 1, 1]"
User 34575,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 72378,returned,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 08025,returned,service,2022-01-28,-4167,"[1, 1, 1, 1, 1]"
User 53183,ordered,book,2022-11-24,823,"[1, 1, 1, 1, 1]"
User 90605,ordered,service,2025-09-02,2583,"[1, 1, 1, 1, 1]"
User 75085,paid,product,2024-07-20,-1,"[1, 1, 1, 1, 0]"
User 50068,returned,accessory,2025-05-20,-5000,"[1, 1, 1, 1, 1]"
User 39430,paid,book,2024-11-10,3813,"[1, 1, 1, 1, 1]"
User 34294,cancelled,laptop,2024-09-26,-1,"[1, 1, 1, 1, 0]"
User 65248,sold,product,2024-04-01,4351,"[1, 1, 1, 1, 1]"
User 87853,bought,accessory,2025-10-13,1358,"[1, 1, 1, 1, 1]"
User 34657,ordered,product,2023-04-06,-1,"[1, 1, 1, 1, 0]"
User 01779,ordered,book,2024-06-25,4558,"[1, 1, 1, 1, 1]"
User 42515,returned,accessory,2022-05-04,-959,"[1, 1, 1, 1, 1]"
User 89262,ordered,book,2023-08-13,4420,"[1, 1, 1, 1, 1]"
User 52848,bought,book,2023-06-24,1273,"[1, 1, 1, 1, 1]"
User 92156,returned,accessory,2025-01-04,-4502,"[1, 1, 1, 1, 1]"
User 38092,returned,phone,2024-03-22,-1,"[1, 1, 1, 1, 0]"
User 39139,sold,service,2024-07-26,1233,"[1, 1, 1, 1, 1]"
User 21292,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 79394,bought,laptop,[PAD],228,"[1, 1, 1, 0, 1]"
User 85265,ordered,product,2023-10-01,2286,"[1, 1, 1, 1, 1]"
User 23459,sold,product,2024-08-13,-1,"[1, 1, 1, 1, 0]"
User 59121,sold,book,2024-11-07,-1,"[1, 1, 1, 1, 0]"
User 99382,cancelled,book,2025-03-12,2659,"[1, 1, 1, 1, 1]"
User 53639,sold,product,2022-11-06,2597,"[1, 1, 1, 1, 1]"
User 02327,paid,laptop,2025-01-15,-1,"[1, 1, 1, 1, 0]"
User 07030,ordered,laptop,2025-01-25,3087,"[1, 1, 1, 1, 1]"
User 02265,sold,product,[PAD],4750,"[1, 1, 1, 0, 1]"
User 08366,ordered,accessory,2024-12-15,4254,"[1, 1, 1, 1, 1]"
User 26314,returned,laptop,2024-05-22,-1,"[1, 1, 1, 1, 0]"
User 28565,bought,service,[PAD],1798,"[1, 1, 1, 0, 1]"
User 57795,paid,service,2023-09-25,4376,"[1, 1, 1, 1, 1]"
User 41528,sold,product,2023-08-22,-1,"[1, 1, 1, 1, 0]"
User 95476,returned,phone,[PAD],-1839,"[1, 1, 1, 0, 1]"
User 35436,bought,book,2025-11-13,2879,"[1, 1, 1, 1, 1]"
User 69645,bought,phone,2023-04-20,4571,"[1, 1, 1, 1, 1]"
User 46472,bought,phone,2025-04-11,-1,"[1, 1, 1, 1, 0]"
User 13094,sold,accessory,2024-08-05,2643,"[1, 1, 1, 1, 1]"
User 58682,bought,book,2025-01-17,4659,"[1, 1, 1, 1, 1]"
User 28041,bought,laptop,2022-06-16,-1,"[1, 1, 1, 1, 0]"
User 89797,cancelled,book,2023-01-05,4132,"[1, 1, 1, 1, 1]"
User 93980,cancelled,phone,2025-08-16,1743,"[1, 1, 1, 1, 1]"
User 92937,ordered,phone,[PAD],3536,"[1, 1, 1, 0, 1]"
User 53862,returned,book,2025-09-11,-1576,"[1, 1, 1, 1, 1]"
User 68597,cancelled,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 50150,bought,book,2022-02-01,1911,"[1, 1, 1, 1, 1]"
User 63724,sold,accessory,2025-09-06,-1,"[1, 1, 1, 1, 0]"
User 38641,sold,phone,[PAD],531,"[1, 1, 1, 0, 1]"
User 26231,sold,product,2022-12-09,-1,"[1, 1, 1, 1, 0]"
User 94557,cancelled,accessory,2024-01-30,1994,"[1, 1, 1, 1, 1]"
User 10351,cancelled,laptop,2024-09-14,1535,"[1, 1, 1, 1, 1]"
User 91044,returned,phone,[PAD],-170,"[1, 1, 1, 0, 1]"
User 10322,bought,laptop,2023-07-04,2784,"[1, 1, 1, 1, 1]"
User 11034,cancelled,service,2025-11-20,4813,"[1, 1, 1, 1, 1]"
User 11148,paid,product,2023-01-05,4927,"[1, 1, 1, 1, 1]"
User 02398,paid,product,2023-04-30,-1,"[1, 1, 1, 1, 0]"
User 97731,returned,service,[PAD],-4326,"[1, 1, 1, 0, 1]"
User 75082,paid,laptop,2025-11-27,-1,"[1, 1, 1, 1, 0]"
User 35612,returned,service,2025-06-03,-3079,"[1, 1, 1, 1, 1]"
User 09429,sold,product,2023-10-31,2648,"[1, 1, 1, 1, 1]"
User 67195,bought,phone,[PAD],4048,"[1, 1, 1, 0, 1]"
User 95975,paid,accessory,2024-09-05,4510,"[1, 1, 1, 1, 1]"
User 37227,paid,phone,2023-04-24,4925,"[1, 1, 1, 1, 1]"
User 10594,bought,service,2024-03-13,4807,"[1, 1, 1, 1, 1]"
User 39533,sold,phone,2024-05-21,1984,"[1, 1, 1, 1, 1]"
User 67939,bought,book,2024-09-28,3589,"[1, 1, 1, 1, 1]"
User 77389,paid,accessory,2024-01-19,-1,"[1, 1, 1, 1, 0]"
User 35147,sold,phone,2023-10-08,1240,"[1, 1, 1, 1, 1]"
User 32236,bought,book,2024-06-07,-1,"[1, 1, 1, 1, 0]"
User 53640,paid,phone,2024-01-04,190,"[1, 1, 1, 1, 1]"
User 51907,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 10346,returned,product,2025-02-20,-3424,"[1, 1, 1, 1, 1]"
User 26136,returned,laptop,2022-04-25,-2222,"[1, 1, 1, 1, 1]"
User 30272,sold,laptop,2024-04-02,1744,"[1, 1, 1, 1, 1]"
User 37722,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 96321,ordered,phone,2022-03-10,627,"[1, 1, 1, 1, 1]"
User 80312,sold,product,2023-08-17,974,"[1, 1, 1, 1, 1]"
User 98999,returned,product,2024-09-23,-709,"[1, 1, 1, 1, 1]"
User 49378,returned,product,[PAD],-3979,"[1, 1, 1, 0, 1]"
User 08541,cancelled,laptop,2022-11-19,2580,"[1, 1, 1, 1, 1]"
User 45302,paid,phone,2023-11-19,3936,"[1, 1, 1, 1, 1]"
User 90686,returned,service,2023-11-16,-2545,"[1, 1, 1, 1, 1]"
User 66994,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 33350,returned,laptop,[PAD],-3327,"[1, 1, 1, 0, 1]"
User 19388,returned,laptop,2024-07-13,-3002,"[1, 1, 1, 1, 1]"
User 91731,cancelled,laptop,2024-02-16,-1,"[1, 1, 1, 1, 0]"
User 45096,cancelled,laptop,2025-01-17,4552,"[1, 1, 1, 1, 1]"
User 46632,ordered,service,2022-09-13,1135,"[1, 1, 1, 1, 1]"
User 96833,paid,book,2025-01-25,4525,"[1, 1, 1, 1, 1]"
User 50819,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 83666,paid,book,2024-10-03,336,"[1, 1, 1, 1, 1]"
User 07395,paid,book,2025-06-03,-1,"[1, 1, 1, 1, 0]"
User 78687,paid,accessory,[PAD],1513,"[1, 1, 1, 0, 1]"
User 74783,returned,service,2023-02-22,-1,"[1, 1, 1, 1, 0]"
User 73785,cancelled,accessory,[PAD],1360,"[1, 1, 1, 0, 1]"
User 87827,ordered,book,[PAD],940,"[1, 1, 1, 0, 1]"
User 47619,cancelled,phone,[PAD],2493,"[1, 1, 1, 0, 1]"
User 37500,returned,product,2023-12-05,-4101,"[1, 1, 1, 1, 1]"
User 64764,paid,accessory,[PAD],1884,"[1, 1, 1, 0, 1]"
User 04063,returned,laptop,2022-12-01,-4646,"[1, 1, 1, 1, 1]"
User 58621,sold,service,2022-09-29,3544,"[1, 1, 1, 1, 1]"
User 42282,returned,laptop,2022-11-05,-1,"[1, 1, 1, 1, 0]"
User 68746,cancelled,phone,[PAD],943,"[1, 1, 1, 0, 1]"
User 58818,sold,book,[PAD],3647,"[1, 1, 1, 0, 1]"
User 28062,sold,phone,2023-11-01,4455,"[1, 1, 1, 1, 1]"
User 72549,sold,book,[PAD],4716,"[1, 1, 1, 0, 1]"
User 12571,bought,laptop,2022-06-10,2406,"[1, 1, 1, 1, 1]"
User 70146,cancelled,phone,2024-12-21,2100,"[1, 1, 1, 1, 1]"
User 95245,returned,laptop,2023-03-06,-1,"[1, 1, 1, 1, 0]"
User 88946,ordered,accessory,2024-04-09,1543,"[1, 1, 1, 1, 1]"
User 93507,sold,phone,2022-02-27,2865,"[1, 1, 1, 1, 1]"
User 31095,ordered,book,[PAD],3727,"[1, 1, 1, 0, 1]"
User 51698,ordered,laptop,2024-04-09,3062,"[1, 1, 1, 1, 1]"
User 48677,ordered,book,[PAD],4056,"[1, 1, 1, 0, 1]"
User 15053,returned,laptop,2023-06-05,-1730,"[1, 1, 1, 1, 1]"
User 29453,bought,product,[PAD],266,"[1, 1, 1, 0, 1]"
User 83288,sold,phone,[PAD],2698,"[1, 1, 1, 0, 1]"
User 48551,cancelled,product,2022-05-18,1093,"[1, 1, 1, 1, 1]"
User 61181,paid,phone,2023-02-04,-1,"[1, 1, 1, 1, 0]"
User 24788,paid,accessory,2025-03-12,-1,"[1, 1, 1, 1, 0]"
User 33874,ordered,laptop,[PAD],943,"[1, 1, 1, 0, 1]"
User 91950,sold,phone,2024-08-05,2479,"[1, 1, 1, 1, 1]"
User 73874,paid,book,2024-04-19,-1,"[1, 1, 1, 1, 0]"
User 16177,sold,phone,2024-02-18,-1,"[1, 1, 1, 1, 0]"
User 58155,paid,laptop,2025-05-07,-1,"[1, 1, 1, 1, 0]"
User 41390,cancelled,book,2025-08-26,4012,"[1, 1, 1, 1, 1]"
User 03921,sold,service,2024-06-02,1833,"[1, 1, 1, 1, 1]"
User 89146,paid,book,2024-03-11,-1,"[1, 1, 1, 1, 0]"
User 70369,paid,service,2023-10-20,1947,"[1, 1, 1, 1, 1]"
User 10448,cancelled,accessory,2024-09-28,2891,"[1, 1, 1, 1, 1]"
User 57594,bought,phone,2023-10-23,-1,"[1, 1, 1, 1, 0]"
User 67568,bought,product,2024-02-05,-1,"[1, 1, 1, 1, 0]"
User 79117,paid,phone,2022-01-28,1836,"[1, 1, 1, 1, 1]"
User 28463,paid,product,2024-01-02,436,"[1, 1, 1, 1, 1]"
User 51902,bought,phone,2022-04-08,1738,"[1, 1, 1, 1, 1]"
User 59278,cancelled,phone,2025-05-15,2504,"[1, 1, 1, 1, 1]"
User 53957,returned,product,2025-10-30,-4055,"[1, 1, 1, 1, 1]"
User 29037,returned,laptop,2022-01-09,-215,"[1, 1, 1, 1, 1]"
User 81056,paid,product,2023-03-23,3743,"[1, 1, 1, 1, 1]"
User 01415,returned,phone,2024-09-03,-2590,"[1, 1, 1, 1, 1]"
User 36725,ordered,book,2025-12-19,3986,"[1, 1, 1, 1, 1]"
User 47207,sold,service,2024-10-21,2223,"[1, 1, 1, 1, 1]"
User 85140,bought,accessory,2025-06-06,4990,"[1, 1, 1, 1, 1]"
User 16453,cancelled,book,2023-04-18,1936,"[1, 1, 1, 1, 1]"
User 25294,ordered,accessory,2022-02-25,4455,"[1, 1, 1, 1, 1]"
User 41220,ordered,phone,2022-07-14,423,"[1, 1, 1, 1, 1]"
User 74254,cancelled,phone,2024-05-03,-1,"[1, 1, 1, 1, 0]"
User 54722,cancelled,book,2023-10-13,1569,"[1, 1, 1, 1, 1]"
User 01451,returned,phone,2025-04-06,-4494,"[1, 1, 1, 1, 1]"
User 53157,ordered,service,2023-12-19,4643,"[1, 1, 1, 1, 1]"
User 29160,cancelled,service,2024-06-25,3477,"[1, 1, 1, 1, 1]"
User 94270,ordered,book,2024-06-12,3661,"[1, 1, 1, 1, 1]"
User 29534,paid,accessory,2022-08-25,283,"[1, 1, 1, 1, 1]"
User 56337,paid,accessory,2025-07-21,2571,"[1, 1, 1, 1, 1]"
User 40658,bought,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 53380,returned,laptop,2023-01-04,-1,"[1, 1, 1, 1, 0]"
User 90106,returned,accessory,2025-10-11,-1322,"[1, 1, 1, 1, 1]"
User 74702,sold,laptop,2023-08-05,-1,"[1, 1, 1, 1, 0]"
User 32901,cancelled,product,[PAD],1133,"[1, 1, 1, 0, 1]"
User 47746,returned,product,2022-10-05,-1,"[1, 1, 1, 1, 0]"
User 25884,paid,phone,2023-07-14,2626,"[1, 1, 1, 1, 1]"
User 08506,sold,product,[PAD],822,"[1, 1, 1, 0, 1]"
User 96980,paid,book,2022-12-09,1917,"[1, 1, 1, 1, 1]"
User 33293,ordered,service,2025-03-26,-1,"[1, 1, 1, 1, 0]"
User 30182,bought,service,2022-04-18,-1,"[1, 1, 1, 1, 0]"
User 35158,sold,book,2025-09-20,225,"[1, 1, 1, 1, 1]"
User 47699,sold,laptop,2025-10-06,354,"[1, 1, 1, 1, 1]"
User 20141,returned,accessory,[PAD],-3806,"[1, 1, 1, 0, 1]"
User 17882,sold,service,2024-04-19,2112,"[1, 1, 1, 1, 1]"
User 41332,paid,service,2024-10-06,2900,"[1, 1, 1, 1, 1]"
User 53532,paid,phone,2023-04-28,-1,"[1, 1, 1, 1, 0]"
User 87990,returned,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 18407,bought,product,2025-07-30,-1,"[1, 1, 1, 1, 0]"
User 02126,paid,accessory,2023-05-04,3582,"[1, 1, 1, 1, 1]"
User 65282,cancelled,service,2024-09-11,-1,"[1, 1, 1, 1, 0]"
User 37019,bought,accessory,[PAD],381,"[1, 1, 1, 0, 1]"
User 81317,cancelled,accessory,2024-01-28,2434,"[1, 1, 1, 1, 1]"
User 34057,sold,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 32196,paid,product,2024-03-05,2956,"[1, 1, 1, 1, 1]"
User 54068,cancelled,laptop,2025-03-25,-1,"[1, 1, 1, 1, 0]"
User 20602,returned,book,2025-07-14,-2987,"[1, 1, 1, 1, 1]"
User 72012,returned,laptop,2024-11-20,-1,"[1, 1, 1, 1, 0]"
User 12741,paid,laptop,2025-05-27,2755,"[1, 1, 1, 1, 1]"
User 91186,paid,accessory,2024-03-29,-1,"[1, 1, 1, 1, 0]"
User 86857,sold,accessory,[PAD],3127,"[1, 1, 1, 0, 1]"
User 04935,sold,service,2022-12-28,-1,"[1, 1, 1, 1, 0]"
User 65899,sold,service,2024-02-01,-1,"[1, 1, 1, 1, 0]"
User 40807,sold,product,2025-12-20,-1,"[1, 1, 1, 1, 0]"
User 76249,returned,service,2023-02-17,-1,"[1, 1, 1, 1, 0]"
User 86549,cancelled,laptop,[PAD],4193,"[1, 1, 1, 0, 1]"
User 65430,paid,product,2024-03-14,-1,"[1, 1, 1, 1, 0]"
User 14558,ordered,service,2025-03-18,-1,"[1, 1, 1, 1, 0]"
User 85484,returned,laptop,2022-05-11,-2880,"[1, 1, 1, 1, 1]"
User 68299,paid,accessory,2022-04-25,178,"[1, 1, 1, 1, 1]"
User 26653,ordered,phone,2022-03-29,2029,"[1, 1, 1, 1, 1]"
User 16670,paid,service,2025-09-10,4960,"[1, 1, 1, 1, 1]"
User 88729,bought,accessory,2023-12-13,4509,"[1, 1, 1, 1, 1]"
User 94330,ordered,service,2022-02-12,1249,"[1, 1, 1, 1, 1]"
User 63481,sold,phone,2023-01-23,1714,"[1, 1, 1, 1, 1]"
User 51799,paid,phone,2025-05-06,4102,"[1, 1, 1, 1, 1]"
User 22984,returned,product,2024-08-29,-1934,"[1, 1, 1, 1, 1]"
User 92357,cancelled,laptop,2025-05-28,2880,"[1, 1, 1, 1, 1]"
User 15949,paid,service,2023-07-20,-1,"[1, 1, 1, 1, 0]"
User 83912,ordered,product,[PAD],4437,"[1, 1, 1, 0, 1]"
User 75299,returned,product,2024-03-03,-3734,"[1, 1, 1, 1, 1]"
User 63932,ordered,book,2022-05-26,4910,"[1, 1, 1, 1, 1]"
User 08250,returned,book,2024-03-16,-4872,"[1, 1, 1, 1, 1]"
User 52555,cancelled,product,[PAD],575,"[1, 1, 1, 0, 1]"
User 86095,sold,phone,2025-05-09,3118,"[1, 1, 1, 1, 1]"
User 11506,returned,laptop,2023-10-26,-3957,"[1, 1, 1, 1, 1]"
User 81155,sold,accessory,[PAD],2509,"[1, 1, 1, 0, 1]"
User 68223,ordered,book,2022-03-04,-1,"[1, 1, 1, 1, 0]"
User 90696,sold,book,[PAD],1876,"[1, 1, 1, 0, 1]"
User 30309,cancelled,phone,2025-02-27,1698,"[1, 1, 1, 1, 1]"
User 24238,paid,laptop,2024-09-18,880,"[1, 1, 1, 1, 1]"
User 90451,paid,phone,2022-10-15,2105,"[1, 1, 1, 1, 1]"
User 53454,returned,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 87497,sold,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 51773,returned,product,2025-05-19,-463,"[1, 1, 1, 1, 1]"
User 14725,cancelled,phone,2025-05-26,3043,"[1, 1, 1, 1, 1]"
User 78491,paid,accessory,2023-03-15,1916,"[1, 1, 1, 1, 1]"
User 66677,paid,product,2025-07-27,-1,"[1, 1, 1, 1, 0]"
User 54668,paid,book,2025-04-29,-1,"[1, 1, 1, 1, 0]"
User 68676,cancelled,book,2024-02-04,-1,"[1, 1, 1, 1, 0]"
